author,year,title,abstract,url_or_doi,entry_type
"Axelsson, Karin and Melin, Ulf and Lindgren, Ida",2010.0,"{Exploring the importance of citizen participation and involvement in e-government projects: Practice, incentives, and organization","Purpose: The purpose of this research is to investigate if, and in that case, how and what the e-government field can learn from user participation concepts and theories in general information systems (IS) research. It aims to contribute with further understanding of the importance of citizen participation and involvement within the e-government research body of knowledge and when developing public e-services in practice. Design/methodology/approach: The analysis in the paper is made from a comparative, qualitative case study of two e-government projects. Three analysis themes are induced from the literature review; practice of participation, incentives for participation, and organization of participation. These themes are guiding the comparative analysis of our data with a concurrent openness to interpretations from the field. Findings: The main results in this paper are that the e-government field can get inspiration and learn from methods and approaches in traditional IS projects concerning user participation, but in e-government, methods are also needed to handle the challenges that arise when designing public e-services for large, heterogeneous user groups. Citizen engagement cannot be seen as a separate challenge in e-government, but rather as an integrated part of the process of organizing, managing, and performing e-government projects. Analysis themes of participation generated from literature; practice, incentives and organization can be used in order to highlight, analyze, and discuss main issues regarding the challenges of citizen participation within e-government. This is an important implication based on this paper that contributes both to theory on and practice of e-government. Practical implications: Lessons to learn from this paper concern that many e-government projects have a public e-service as one outcome and an internal e-administration system as another outcome. A dominating internal, agency perspective in such projects might imply that citizens as the user group of the e-service are only seen as passive receivers of the outcome - not as active participants in the development. By applying the analysis themes, proposed in this paper, citizens as active participants can be thoroughly discussed when initiating (or evaluating) an e-government project. Originality/value: The paper addresses challenges regarding citizen participation in e-government development projects. User participation is well researched within the IS discipline, but the e-government setting implies new challenges that are not explored enough. {\textcopyright",https://doi.org/10.1108/17506161011081309,article
"Jacks, Boma Sonimiteim and Ajala, Olakunle Abayomi and Lottu, Oluwaseun Augustine and Okafor, Enyinaya Stefano",2024.0,{Exploring theoretical constructs of smart cities and ICT infrastructure: Comparative analysis of development strategies in Africa-US Urban areas,"This review paper explores smart cities' theoretical constructs and comparative development strategies, focusing on the juxtaposition between African and US urban areas. It delves into the evolution of smart city concepts, highlighting how Information and Communication Technology (ICT) infrastructure serves as the cornerstone for enhancing urban management and service delivery. Through a comparative analysis, the paper reveals divergent strategic approaches, innovation ecosystems, and the prioritization of sustainability and inclusivity in smart city initiatives across the two regions. It underscores the significance of tailoring smart city development to local contexts, ensuring equitable access to technology, and the pivotal role of public-private partnerships. The paper concludes with implications for urban planners, policymakers, and technology developers, suggesting future research directions to bridge existing gaps and address emerging smart city trends.",https://doi.org/10.30574/WJARR.2024.21.3.0722,article
"Saravanos, Antonios and Zervoudakis, Stavros and Zheng, Dongnanzi",2022.0,{Extending the Technology Acceptance Model 3 to Incorporate the Phenomenon of Warm-Glow,"In this paper, we extend the third evolution of the Technology Acceptance Model (TAM3) to incorporate warm-glow with the aim of understanding the role this phenomenon plays on user adoption decisions. Warm-glow is the feeling of satisfaction or pleasure (or both) that is experienced by individuals after they do something “good” for their fellow human. Two constructs—perceived extrinsic warm-glow (PEWG) and perceived intrinsic warm-glow (PIWG)—were incorporated into the TAM3 model to measure the two dimensions of user-experienced warm-glow, forming what we refer to as the TAM3 + WG model. An experimental approach was taken to evaluate the suitability of the proposed model (i.e., TAM3 + WG). A vignette was created to present users with a hypothetical technology designed to evoke warm-glow in participants. Our TAM3 + WG model was found to be superior in terms of fit to the TAM3 model. Furthermore, the PEWG and PIWG constructs were confirmed to be unique within the original TAM3 model. The findings indicate that the factors that have the greatest influence on consumer decisions are (in decreasing order) perceived usefulness (PU), PIWG, subjective norm (SN), and PEWG. Additionally, a higher PEWG resulted in the technology being perceived as more useful. In other words, both extrinsic and intrinsic warm-glow play a prominent role in user decisions as to whether or not to adopt a particular technology.",https://doi.org/10.3390/INFO13090429,article
"Zhou, Liqiu and Xue, Sijia and Li, Ruiqian",2022.0,{Extending the Technology Acceptance Model to Explore Students' Intention to Use an Online Education Platform at a University in China,"While online education has been increasingly adopted in different educational systems across the world, it is still a recent phenomenon in developing countries such as China. Various factors could affect learners' adoption of technology, including their online learning. In this study, we took the Technology Acceptance Model as the theoretical framework and extended the Model by including extra external variables and one perceived variable to explore factors influencing learners' intention to use an online education platform. A total of 276 college students from a university in mainland China participated in the study. Results showed that 9 of the 12 hypotheses proposed were supported. External variables such as Online Course Design, Perceived System Quality, and Perceived Enjoyment, along with an extra perceived variable (Perceived Interaction) have been identified as effective predictors of learners' intention to use the education platform. Implications of the findings are discussed and suggestions for future research are provided.",https://doi.org/10.1177/21582440221085259,article
"Dishaw, Mark T. and Strong, Diane M.",1999.0,{Extending the technology acceptance model with task-technology fit constructs,"During the past decade, two significant models of information technology (IT) utilization behavior have emerged in the MIS literature. These two models, the technology acceptance model (TAM) and the task-technology fit model (TTF), provide a much needed theoretical basis for exploring the factors that explain software utilization and its link with user performance. These models offer different, though overlapping perspectives on utilization behavior. TAM focuses on attitudes toward using a particular IT which users develop based on perceived usefulness and ease of use of the IT. TTF focuses on the match between user task needs and the available functionality of the IT. While each of these models offers significant explanatory power, a model that integrates constructs from both may offer a significant improvement over either model alone. We discuss the theoretical foundation of both these models and present a theoretical rationale for an integrated model. The result is an extension of TAM to include TTF constructs. We test our integrated IT utilization model using path analysis. Our integrated model provides more explanatory power than either model alone. Research using the integrated model should lead to a better understanding of choices about using IT.",https://doi.org/10.1016/S0378-7206(98)00101-3,article
"Ali, Imran and Govindan, Kannan",2023.0,{Extenuating operational risks through digital transformation of agri-food supply chains,"The increasingly unprecedented incidents (e.g. COVID-19) have made the contemporary supply chains more vulnerable to divergent risks and disruptions. Encouragingly, the recent trend of digital transformation, adoption of Industry 4.0 technologies (I4Ts), could significantly improve business processes extenuating potential risks and disruptions. Yet, there is a paucity of quantitative studies on the risk or disruption mitigation and I4Ts, specifically on agri-food industry. Using a sample of 302 firms from the Australian agri-food supply chains, we explore if the firms that adopt I4Ts experience the different impact of operational risks (supply-demand mismatch, financial and transportation) compared to others. The findings unveil that albeit such risks can significantly undermine firm performance, their negative effect is non-significant for the firms that adopt I4Ts compared to those that do not adopt. We thus suggest digital transformation as an effective way to extenuate operational risks and disruptions amid unanticipated events like COVID-19. Numerous contributions to theory and practice, plus United Nations Sustainable Development Goals (1 & 2) have been discussed.",https://doi.org/10.1080/09537287.2021.1988177,article
"Basu, Subhajit",2004.0,{E‐government and developing countries: an overview,"In recent years, many governments have worked to increase openness and transparency in their actions. Information and communication technologies (ICTs) are seen by many as a cost-effective and convenient means to promote openness and transparency and to reduce corruption. E-government, in particular, has been used in many prominent, comprehensive transparency efforts in a number of nations. While some of these individual efforts have received considerable attention, the issue of whether these ICT-enabled efforts have the potential to create a substantive social change in attitudes toward transparency has not been widely considered. This paper explores the potential impacts of information and ICTs especially e-government and social media on cultural attitudes about transparency.",https://doi.org/10.1080/13600860410001674779,article
"Naranjo, Paola G.Vinueza and Pooranian, Zahra and Shojafar, Mohammad and Conti, Mauro and Buyya, Rajkumar",2019.0,{FOCAN: A Fog-supported smart city network architecture for management of applications in the Internet of Everything environments,"Smart city vision brings emerging heterogeneous communication technologies such as Fog Computing (FC) together to substantially reduce the latency and energy consumption of Internet of Everything (IoE) devices running various applications. The key feature that distinguishes the FC paradigm for smart cities is that it spreads communication and computing resources over the wired/wireless access network (e.g., proximate access points and base stations) to provide resource augmentation (e.g., cyberforaging) for resource- and energy-limited wired/wireless (possibly mobile) things. Motivated by these considerations, this paper presents a Fog-supported smart city network architecture called Fog Computing Architecture Network (FOCAN), a multi-tier structure in which the applications are running on things thatjointly compute, route, and communicate with one another through the smart city environment. FOCAN decreases latency and improves energy provisioning and the efficiency of services among things with different capabilities. In particular, three types of communications are defined between FOCAN devices – interprimary, primary, and secondary communication –to manage applications in a way that meets the quality of service standards for the Internet of Everything. One of the main advantages of the proposed architecture is that the devices can provide the services with low energy usage and in an efficient manner. Simulation results for a selected case study demonstrate the tremendous impact of the FOCAN energy-efficient solution on the communication performance of various types of things in smart cities.",https://doi.org/10.1016/J.JPDC.2018.07.003,article
"Yue, Ming",2000.0,{Face recognition,"A transform domain face recognition approach is presented. The DCT is coupled with the HMM to achieve a recognition rate of 100% on ORL face database of 40 subjects with 10 images per subject. The recognition time for ORL database is little over 2 Sec. 5 images of a subject are used to train HMM and remaining 5 are used for recognition test. The proposed method is tested on another face data base of 249 subjects with 3 training images and 4 test images per subject. The recognition rate is 90%. A test of recognition is carried out at different resolutions with recognition rate varying from 100% to 95% depending on the resolution. Further, a simple scheme is proposed to incorporate rejection of images of new subjects. On ORL database 100% rejection occurs for the images of new subjects.",https://doi.org/10.1145/954339.954342,article
"Frick, Jan",2023.0,{Facilitating Data Sovereignty and Digital Transformation in Municipalities and Companies: An Examination of the Data for All Initiative,"Access to comprehensive and up-to-date knowledge in the field of data is crucial for municipalities and regional authorities to make informed decisions and effectively address challenges. The Data for All project 2022-2025 (Data for All 2023) explores the benefits of online tools that provides comprehensive and intuitive access to knowledge in the field of data, specifically designed to support the needs of municipalities and regional authorities.  The online tools offer a user-friendly interface that enables easy exploration and analysis of data sets relevant to various aspects of governance, planning, and service delivery. It consolidates diverse data sources, including public records, surveys, and real-time data feeds, into a unified platform. The tools employ advanced data visualization techniques, interactive dashboards, and customizable reports to present complex information in a clear and digestible manner.  The benefits of these data access tools for municipalities, companies and regional authorities are manifold. Firstly, it facilitates evidence-based decision-making by providing access to reliable and up-to-date data. Decision-makers can quickly access relevant data sets, conduct in-depth analysis, and identify trends and patterns that inform policy development, resource allocation, and service planning.  Secondly, the tools enhance transparency and accountability by making data readily available to the public. Municipalities and regional authorities can leverage the platform to share information on key metrics, performance indicators, and public services, fostering trust and engagement with citizens. Additionally, the tools enable data-driven performance monitoring, allowing authorities to track progress, evaluate outcomes, and continuously improve service delivery.  Furthermore, case studies of the tool's implementation and use will illustrate its effectiveness in diverse contexts. For instance, a regional authority may utilize the tool to analyze transportation data, leading to optimized route planning, reduced congestion, and improved public transportation services. Another municipality may leverage the tool to monitor environmental indicators, leading to evidence-based sustainability initiatives and informed land-use planning.  In conclusion, the online data access tools will provide municipalities and regional authorities with a powerful resource to leverage data-driven decision-making, enhance transparency, and drive effective governance. Its user-friendly interface, comprehensive data coverage, and customizable features will enable authorities to harness the potential of data for improved service delivery and better outcomes for their communities.",https://doi.org/10.5430/IJBA.V14N3P1,article
"Hamamurad, Qasim Hamakhurshid and Jusoh, Normal Mat and Ujang, Uznir",2022.0,{Factors Affecting Stakeholder Acceptance of a Malaysian Smart City,"Smart city technology is only considered in some cities depending on the resident requirements, whereas smart initiatives are adopted easily in others. One of the first critical steps toward understanding these aspects of Malaysian smart cities is to empirically study the citizens' and government agencies' aspirations to use smart city services. A Malaysia Smart Cities Stakeholders Adoption Model (MSCSA) as a case study based on the unified theory of acceptance and use of technology (UTAUT2) is being developed and evaluated in Kuala Lumpur, Malaysia. An in-depth interview with expert staff from the Plan Malaysia smart city department and Telekom Malaysia Berhad (TM one) was conducted using a mixed-methods approach. To determine the influence of seven parameters on behavioural intentions, specifically the choice to build a smart city, quantitative data were collected as questionnaires. These parameters were self-efficacy, expected effort, perceived security, perceived privacy, price value, trust in government, and trust in technology. Citizens' intentions to use smart city services were significantly influenced by each of these characteristics. There is a definite association between perceived privacy and perceived security as a core aspect of trust in technology, as well as price value, a core aspect of trust in government. When the trust in both these is strong, stakeholders are more willing to adopt and pursue smart city services. These studies provide city officials with a technique for measuring citizen desire for smart city services, as well as outlining the components necessary for establishing a good smart city strategy that is successful.",https://doi.org/10.3390/SMARTCITIES5040077,article
"Ilieva, Galina and Yankova, Tania and Ruseva, Margarita and Dzhabarova, Yulia and Zhekova, Veselina and Klisarova-Belcheva, Stanislava and Mollova, Tanya and Dimitrov, Angel",2024.0,{Factors Influencing User Perception and Adoption of E-Government Services,"The objective of this study is to investigate and determine factors influencing user perception and acceptance of electronic government services in the context of technological advancements. The research focuses on classifying the main features of e-administrative systems with an emphasis on user satisfaction by integrating both traditional and modern data analysis techniques. Structural Equation Modelling (SEM), machine learning (ML) techniques, and multi-criteria decision-making (MCDM) methods have been applied to survey data to uncover the interdependencies between variables from the perspective of online users. The developed models discover and explain the underlying relationships in user attitudes towards e-government services. As the perception of customer satisfaction is subjective and dynamic, stakeholders should conduct regular measurements and data analysis to ensure continuous improvement of e-public services.",https://doi.org/10.3390/ADMSCI14030054,article
"Ahmad, Muhammad Ovais and Markkula, Jouni and Oivo, Markku",2013.0,{Factors affecting e-government adoption in Pakistan: A citizen's perspective,"Purpose: The purpose of this paper is to explore the factors that enable end-user adoption of e-government services in Pakistan, where these facilities are at a rudimentary stage. Design/methodology/approach: Following previous research on e-government services adoption, this study employs the Unified Theory of Acceptance and Use of Technology (UTAUT) model to examine the influential factors of the adoption and use of e-government services in Pakistan from a citizen perspective. An online survey was conducted and a statistical descriptive analysis was performed on the responses received from 115 Pakistani citizens. Findings: In line with previous research, the findings show that performance expectancy, effort expectancy, facilitating conditions and social influence are the factors that affect the user's adoption of e-government services in Pakistan. Furthermore, the results show that lack of awareness, user data privacy, lack of appropriate support and assistance hamper the process. Practical implications: The findings are useful for policy-makers and decision-makers to develop a better understanding of citizens' needs. The adopted model can be used as a guideline for the implementation of e-government services in Pakistan. This study suggests that government should run extensive advertising campaigns to ensure that people are aware of the services and use them. This implies that government should place emphasis on increasing awareness of the services, show the benefits of citizens, and encouraging confidence in the system. Originality/value: This study is one of the few to examine what influences citizens adoption of e-government services in South Asia. This paper is the first step exploring end-user adoption of the e-government services of Pakistan using UTAUT model. Corresponding to previous research, this study enforces the significance of particular factors that need to be considered when the goal is to increase e-government services adoption in developing countries, particularly South Asian. {\textcopyright",https://doi.org/10.1108/17506161311325378,article
"Bolarinwa, Obasanjo Afolabi",2021.0,{Factors associated with access to condoms and sources of condoms during the COVID-19 pandemic in South Africa,"Background: Evidence has shown that the prescribed lockdown and physical distancing due to the novel coronavirus disease 2019 (COVID-19) have made accessing essential health care services much more difficult in low-and middle-income countries. Access to contraception is an essential service and should not be denied, even in a global crisis, because of its associated health benefits. Therefore, it is important to maintain timely access to contraception without unnecessary barriers. Hence, this study examines the factors contributing to limited access to condoms and sources of condoms during the COVID-19 pandemic in South Africa. Methods: This study used the National Income Dynamics Study-Coronavirus Rapid Mobile Survey (NIDS-CRAM) wave 1 survey dataset. The NIDS-CRAM is a nationally representative survey of the National Income Dynamics Survey (NIDS) conducted via telephone interview during COVID-19 in the year 2020. This is the first secondary dataset on COVID-19 conducted by NIDS during pandemic. A total of 5304 respondents were included in the study. Data were analysed using frequencies distribution percentages, chi-square test and multivariable logistic regression analysis. Results: Almost one-quarter (22.40%) of South Africans could not access condoms, and every 7 in 10 South Africans preferred public source of condoms during the COVID-19 pandemic. Those who were from other population groups [AOR = 0.37; 95% CI = 0.19–0.74] and those who were in the third wealth quintile [AOR = 0.60; 95% CI = 0.38–0.93] had lower odds of having access to condoms while those respondents who were aged 25–34 [AOR = 0.48; 95% CI = 0.27–0.83] and those with a secondary level of education and above [AOR = 0.24; 95% CI = 0.08–0.71] were less likely to prefer public source of condom. Conclusions: This study concludes that there was limited access to condoms during the COVID-19 pandemic and that the preferred source of condoms was very skewed to public sources in South Africa. Strategic interventions such as community distribution of free condoms to avert obstruction of condom access during the COVID-19 pandemic or any future pandemics should be adopted.",https://doi.org/10.1186/s13690-021-00701-5,article
"Nikou, Shahrokh",2019.0,{Factors driving the adoption of smart home technology: An empirical assessment,"Smart home technology, an application of Internet of Things (IoT), provides households with e.g., comfort, control and convenience. The technology has been around for sometimes, but its prevalence is not yet widespread, and thus the potentials have largely been underestimated. The purpose of this paper is to develop a comprehensive model that can explain a large percentage of variance in the intention to use smart home technology. To do so, this paper, based on technology acceptance model, diffusion of innovation theory and consumer perceived innovativeness, proposes an integrated model and validates it through Structural Equation Modelling on data collected from 156 respondents. The results reveal that compatibility, perceived usefulness and perceived ease of use are important determinants affecting the adoption of smart home technology. Moreover, trialability while show no direct effect on the intention to use, its affect is realized indirectly via constructs of PU and PEoU. The SEM results also show that the perceived cost negatively impacts the intention to use. This paper is one of the first empirical attempt that includes consumer perceived innovativeness in the model. This paper contributes to the literature of IoT, in particular to smart home technology research. Some theoretical and practical implications are discussed.",https://doi.org/10.1016/j.tele.2019.101283,article
"Clement, Jessica and Manjon, Miguel and Crutzen, Nathalie",2022.0,{Factors for collaboration amongst smart city stakeholders: A local government perspective,"A collaborative ecosystem of diverse stakeholders is seen as critical in smart cities for solving complex public problems and overcoming socio-technical hurdles. However, little is known about the factors that may increase collaboration amongst smart city stakeholders. Through a digital government lens, we first elaborate the nature of multi-stakeholder collaboration in the smart city. Then, we adopt a contingency approach to unpack the factors that affect the intensity of collaboration between the stakeholders in the smart city ecosystem. To characterize the ecosystem, we use the quadruple-helix framework. Through the perspective of the local government, we derive hypotheses on whether certain factors lead to more intensive collaboration, which are tested on a sample of Belgian municipalities. Our findings reveal the importance of smart city strategies for intensifying collaboration between the local government and stakeholders in the ecosystem. Moreover, we also find that for large ecosystems, a smart city manager or department may facilitate collaboration amongst stakeholders. Taken together, our findings indicate that there are certain configurational approaches to increasing collaboration in smart cities, which will depend on the context of a city.",https://doi.org/10.1016/J.GIQ.2022.101746,article
"Yuen, Kum Fai and Cai, Lanhui and Qi, Guanqiu and Wang, Xueqin",2021.0,{Factors influencing autonomous vehicle adoption: an application of the technology acceptance model and innovation diffusion theory,"Autonomous vehicles (AVs) are a key transportation technology of the future and will be integral to smart cities. An increased understanding of user adoption is necessary to promote AV usage. This study applied an integrated model based on innovation diffusion theory (IDT) and the technology acceptance model (TAM) to examine the factors influencing a user's behavioural intention to use AVs. Then, a questionnaire was designed, and structural equation analysis was conducted on the 274 collected survey results. Results confirmed previous research findings that perceived usefulness (PU) and perceived ease of use (PEOU) positively influence users' behavioural intention to use AVs. Moreover, the results revealed new findings that both PU and PEOU were influenced by the perceived characteristics of innovation (PCIs, i.e. relative advantage, compatibility, image, result demonstrability, visibility, and trialability). These findings contribute to theory building concerning human–computer interactions and guide policy and strategy formulation for promoting AVs.",https://doi.org/10.1080/09537325.2020.1826423,article
"Won, Doyeon and Chiu, Weisheng and Byun, Hyun",2023.0,{Factors influencing consumer use of a sport-branded app: the technology acceptance model integrating app quality and perceived enjoyment,"Purpose: The current study extends the technology acceptance model (TAM) and information system success model (ISSM) to the context of branded sport applications. Specifically, the study examined the influences of app system success dimensions and TAM determinants on branded sport app usage intention. Moreover, the current study examined the gender differences regarding the relative importance of the drivers and predictors of usage intention. Design/methodology/approach: Data collection (n = 256) was conducted using convenience sampling in South Korea. The data were primarily analyzed via partial least squares structural equation modeling (PLS-SEM), multi-group analysis and importance–performance map analysis (IPMA) using SmartPLS 3.0. Findings: App users who viewed branded sport apps as having a higher level of system and information quality were likely to have stronger perceptions of enjoyment, usefulness, and ease of use. Among the TAM determinants, perceived enjoyment most significantly influenced their usage intention, followed by perceived usefulness and perceived ease of use. Multigroup analysis revealed that some relationships between app system success dimensions and TAM determinants were significantly different by gender. In addition, IPMA indicated that perceived enjoyment and system quality of branded sport apps were relatively more important than the other predictors. Originality/value: The current study contributes to the literature by incorporating both TAM and ISSM and extending the TAM with the perceived enjoyment construct to examine the key determinants of usage intention in the context of branded sport apps.",https://doi.org/10.1108/APJML-09-2021-0709,article
"Lallmahomed, Muhammad Z.I. and Lallmahomed, Naguib and Lallmahomed, Gias M.",2017.0,{Factors influencing the adoption of e-Government services in Mauritius,"This research seeks to investigate the antecedents of e-Government adoption in a small island developing state. An extended model comprising of the unified theory of acceptance and use of technology 2 and the e-Government adoption model was employed. Results from a cross-sectional survey of 247 citizens show that performance expectancy, facilitating conditions, perceived value are positively related to behavioural intention. Computer self-efficacy is shown to have a significant negative relationship with behavioural intention and resistance to change. Our results further demonstrate that trustworthiness is inversely related to resistance to change. Small island developing states should engage in proper awareness campaigns of e-Government services offered and focusing their efforts on citizens aged 18–39 years old to obtain a critical mass of users. Website design and information quality should be improved paying particular attention to security and privacy, thereby increasing trust and reducing resistance to change.",https://doi.org/10.1016/J.TELE.2017.01.003,article
"Alam, Mohammad Zahedul and Hoque, Md Rakibul and Hu, Wang and Barua, Zapan",2020.0,{Factors influencing the adoption of mHealth services in a developing country: A patient-centric study,"mHealth under the umbrella of eHealth has become an essential tool for providing quality, accessible and equal health care services at an affordable cost. Despite the potential benefits of mHealth, its adoption remains a big challenge in developing countries such as Bangladesh. This study aims to examine the factors affecting the adoption of mHealth services in Bangladesh by using the extended Unified Theory of Acceptance and Use of Technology (UTAUT)model with perceived reliability and price value factors. It also examines the moderating effect of gender on the intention to use and on the actual usage behavior of users of mHealth services. A well-structured face-to-face survey was employed to collect the data. Structural equation modeling (SEM)with a partial least squares method was used to analyze the data collected from 296 generation Y participants. The results confirmed that performance expectancy, social influence, facilitating conditions and perceived reliability positively influence the behavioral intention to adopt mHealth services. However, effort expectancy and price value did not have a significance influence on the behavioral intention. Moreover, Gender has a significant moderating effect on mHealth services adoption in certain cases. Finally, the theoretical and practical implications of this study are also discussed.",https://doi.org/10.1016/j.ijinfomgt.2019.04.016,article
{Duarte Ferreira,2022.0,{Factors of engagement in e-Participation in a smart city,"This research aimed to find the main elements that contribute to the expansion of citizen participation and engagement in electronic participation processes (e-Participation) in a smart city. The partnership relationship between government and society is one of the challenges of the current Western political model, which seeks to promote the values of democratic governance, legitimacy and justice, using the potential of ICTs. As for the chosen method, qualitative research of descriptive character, with the realization of a case study of the Platform ""Fala Curitiba"", being employed the following techniques for data collection: interview, documentary research and database consultation, in triangulation and finally, content analysis. Its main results demonstrate the relationship between e-Participation and the informational, motivational, technological, institutional and cultural elements that enable the expansion of participation and engagement, as well as the challenges and barriers found in the participatory process on the Platform ""Fala Curitiba"". In the conclusion are the main findings of the research, the elements that can impact on the participation and engagement of the citizen in electronic platforms, being these, the informational, institutional, motivational, technological and cultural factors. The research contributes to the recognition of the importance of e-Participation in a smart city, with respect to the citizen's engagement in an e-Participation platform and its evolution, besides providing subsidies for the research to be expanded in such a way as to give a chance the future comparative studies and with distinct focuses.",https://doi.org/10.1145/3560107.3560302,article
"Habib, Abdulrahman and Alsmadi, Duha and Prybutok, Victor R.",2020.0,{Factors that determine residents' acceptance of smart city technologies,"While some cities attempt to determine their residents' demand for smart-city technologies, others simply move forward with smart-related strategies and projects. This study is among the first to empirically determine which factors most affect residents' and public servants' intention to use smart-city services. A Smart Cities Stakeholders Adoption Model (SSA), based on Unified Theory of Acceptance and Use of Technology (UTAUT2), is developed and tested on a mid-size U.S. city as a case study. A questionnaire was administered in order to determine the influence of seven factors–effort expectancy, self-efficacy, perceived privacy, perceived security, trust in technology, price value and trust in government–on behaviour intention, specifically the decision to adopt smart-city technologies. Results show that each of these factors significantly influenced citizen intention to use smart-city services. They also reveal perceived security and perceived privacy to be strong determinants of trust in technology, and price value a determinant of trust in government. In turn, both types of trust are shown to increase user intention to both adopt and use smart-city services. These findings offer city officials an approach to gauging residential intention to use smart-city services, as well as identify those factors critical to developing a successful smart-city strategy.",https://doi.org/10.1080/0144929X.2019.1693629,article
"Chaudhuri, Shomir and Thompson, Hilaire and Demiris, George",2014.0,{Fall detection devices and their use with older adults: A systematic review,"Background: Falls represent a significant threat to the health and independence of adults aged 65 years and older. As a wide variety and large number of passive monitoring systems are currently and increasingly available to detect when individuals have fallen, there is a need to analyze and synthesize the evidence regarding their ability to accurately detect falls to determine which systems are most effective. Objectives: The purpose of this literature review is to systematically assess the current state of design and implementation of fall-detection devices. This review also examines to what extent these devices have been tested in the real world as well as the acceptability of these devices to older adults. Data Sources: A systematic literature review was conducted in PubMed, CINAHL, EMBASE, and PsycINFO from their respective inception dates to June 25, 2013. Study Eligibility Criteria and Interventions: Articles were included if they discussed a project or multiple projects involving a system with the purpose of detecting a fall in adults. It was not a requirement for inclusion in this review that the system targets persons older than 65 years. Articles were excluded if they were not written in English or if they looked at fall risk, fall detection in children, fall prevention, or a personal emergency response device. Study Appraisal and Synthesis Methods: Studies were initially divided into those using sensitivity, specificity, or accuracy in their evaluation methods and those using other methods to evaluate their devices. Studies were further classified into wearable devices and nonwearable devices. Studies were appraised for inclusion of older adults in sample and if evaluation included real-world settings. Results: This review identified 57 projects that used wearable systems and 35 projects using nonwearable systems, regardless of evaluation technique. Nonwearable systems included cameras, motion sensors, microphones, and fl oor sensors. Of the projects examining wearable systems, only 7.1% reported monitoring older adults in a real-world setting. There were no studies of nonwearable devices that used older adults as subjects in either a laboratory or a real-world setting. In general, older adults appear to be interested in using such devices although they express concerns over privacy and understanding exactly what the device is doing at specific times. Limitations: This systematic review was limited to articles written in English and did not include gray literature. Manual paper screening and review processes may have been subject to interpretive bias. Conclusions and Implications of Key Findings: There exists a large body of work describing various fall-detection devices. The challenge in this area is to create highly accurate unobtrusive devices. From this review it appears that the technology is becoming more able to accomplish such a task. There is a need now for more real-world tests as well as standardization of the evaluation of these devices.",https://doi.org/10.1519/JPT.0B013E3182ABE779,article
"Ochieng, Hannington and Ojiem, John and Otieno, Joyce",2019.0,{Farmer versus Researcher data collection methodologies: Understanding variations and associated trade-offs,"The number of non-experts (such as farmers) participating in research activities has increased over the years, with the aim of them addressing their heterogeneous conditions. The situation has resulted in them being engaged in data collection through a process called crowdsourcing. The study examined the level of variation between data sets and the conclusions drawn from data collected using researcher (expert) and farmer (non-expert) methodologies, and also determined the associated trade-offs for using either methodology. The results showed a low convergence between individual observations of the methodologies on most variables with coefficients ranging from |0.39| to |0.60|. However, there was stronger convergence in the conclusions drawn when the results were aggregated (r>|0.80|) for all the variables tested in this study. Therefore, expert and non-expert data were equivalent for average results. However, data may not be comparable for understanding variations in technology performance due to lack of precision in the subjective assessments of farmers relative to the objective measurements of the researcher.",https://doi.org/10.31730/OSF.IO/NCW8A,techreport
"Ren, Shaoqing and He, Kaiming and Girshick, Ross and Sun, Jian",2017.0,{Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,"State-of-the-art object detection networks depend on region proposal algorithms to hypothesize object locations. Advances like SPPnet [1] and Fast R-CNN [2] have reduced the running time of these detection networks, exposing region proposal computation as a bottleneck. In this work, we introduce a Region Proposal Network (RPN) that shares full-image convolutional features with the detection network, thus enabling nearly cost-free region proposals. An RPN is a fully convolutional network that simultaneously predicts object bounds and objectness scores at each position. The RPN is trained end-to-end to generate high-quality region proposals, which are used by Fast R-CNN for detection. We further merge RPN and Fast R-CNN into a single network by sharing their convolutional features - using the recently popular terminology of neural networks with 'attention' mechanisms, the RPN component tells the unified network where to look. For the very deep VGG-16 model [3], our detection system has a frame rate of 5 fps (including all steps) on a GPU, while achieving state-of-the-art object detection accuracy on PASCAL VOC 2007, 2012, and MS COCO datasets with only 300 proposals per image. In ILSVRC and COCO 2015 competitions, Faster R-CNN and RPN are the foundations of the 1st-place winning entries in several tracks. Code has been made publicly available.",https://doi.org/10.1109/TPAMI.2016.2577031,article
"Judi, H. M. and Razak, A. A. and Sha'ari, N. and Mohamed, H.",2009.0,{Feasibility and critical success factors in implementing telemedicine,"The objectives of this study are the evaluation of feasibility and critical success factors in the telemedicine implementation in Malaysian hospitals. A sample of hospitals located in Klang Valley, an area that surrounds the capital of Malaysia, Kuala Lumpur were contacted in order to seek their perspectives in this matter. A questionnaire survey was used to gather the data and descriptive analysis was performed to analyze the data. The results show that only small number of participating hospitals have telemedicine applications and suggest that many of Malaysians hospitals are not yet ready for the application. Feasibility evaluation based on four factors: operational, time, economic and technical criteria. The study finds that operational and technical component of feasibility factors are more important than time and economic dimension. The ability to attract customers and opportunity to acquire latest infrastructure and skills justify the need of telemedicine in hospital. Successful implementation of telemedicine is related to the availability of three factors: strong fundamental knowledge and infrastructure, planning and management of health information and technology and fulfillment of legal and ethical issues and constant evaluation of telemedicine implementation. {\textcopyright",https://doi.org/10.3923/itj.2009.326.332,article
